tarih,icerik,orijinal_url
2025-04-13,"[Tarih: 2025-04-13] pek Yoluna Bir Yolculuk, Bin Keif! pek Yoluna Bir Yolculuk, Bin Keif! program baaryla tamamland! Karakoan ilesinden gelen rencilerimizi 3 gn boyunca pek Yolu Uluslararas ocuk ve Genlik almalar Merkezinde arladk. Merkeze uzak blgelerden gelen bu zel misafirlerimiz, bilgiyle dolu, elenceli ve ilham verici bir yolculua ktlar. Program kapsamnda: Yapay zeka ile gelecei kefettiler, Akl ve zek oyunlar ile stratejik dnmeyi deneyimlediler, Sfr atk bilinciyle doaya dost yaam rendiler, Spor etkinlikleriyle hareketli ve salkl anlar yaadlar, Model roket bilim atlyesi ile gkyzne ilk admlarn attlar. Her biri hem rendi, hem kefetti, hem de unutulmaz anlarla evlerine dnd. Gelecein bilim insanlar, evre dostlar ve teknoloji liderleriyle tanmak bizim iin byk bir gururdu!",https://www.instagram.com/p/DIY68BaN4ej/
2025-04-13,"[Tarih: 2025-04-13] pek Yoluna Bir Yolculuk, Bin Keif! pek Yoluna Bir Yolculuk, Bin Keif! program baaryla tamamland! Karakoan ilesinden gelen rencilerimizi 3 gn boyunca pek Yolu Uluslararas ocuk ve Genlik almalar Merkezinde arladk. Merkeze uzak blgelerden gelen bu zel misafirlerimiz, bilgiyle dolu, elenceli ve ilham verici bir yolculua ktlar. Program kapsamnda: Yapay zeka ile gelecei kefettiler, Akl ve zek oyunlar ile stratejik dnmeyi deneyimlediler, Sfr atk bilinciyle doaya dost yaam rendiler, Spor etkinlikleriyle hareketli ve salkl anlar yaadlar, Model roket bilim atlyesi ile gkyzne ilk admlarn attlar. Her biri hem rendi, hem kefetti, hem de unutulmaz anlarla evlerine dnd. Gelecein bilim insanlar, evre dostlar ve teknoloji liderleriyle tanmak bizim iin byk bir gururdu!",https://www.instagram.com/p/DIY5vRrNCSM/
2025-04-13,"[Tarih: 2025-04-13] pek Yolu'na Bir yolculuk Bin keif Akl ve Zeka oyunlar rencilerimizle birlikte hem dndk hem elendik! Dzenlediimiz Akl ve Zek Oyunlar Eitimi ile stratejik dnme, problem zme ve hzl karar alma becerilerini gelitirdik. Her hamlede renen, her oyunda gelien bir nesil yetiiyor!",https://www.instagram.com/p/DIYk9GYNyVb/
2025-04-13,"[Tarih: 2025-04-13] pek Yolu'na Bir yolculuk Bin keif Yapay zeka Gelecein teknolojisine bugnden adm attk! rencilerimize ynelik dzenlediimiz Yapay Zeka Eitimi ile algoritma mantn, makine renmesini ve etik kullanm ilkelerini birlikte kefettik. Onlarn yaratc projeleri, analitik dnme becerileri ve teknolojik meraklar bizi gururlandrd.",https://www.instagram.com/p/DIYjGlwtP9b/
2025-04-13,"[Tarih: 2025-04-13] pek Yolu'na Bir yolculuk Bin keif Siber farkndalk Siber Tehditlere Kar Bilinli Nesiller! Eitimi ile rencilerimiz; Gvenli internet kullanm, Dijital zorbalk, Sosyal medya gvenlii konularnda bilinlendirildi. Siber dnyada gvende kalmann yolu bilgiden geer! Katklarndan dolay emniyet birimlerimize teekkr ederiz.",https://www.instagram.com/p/DIYX5ReNc5m/
2025-04-13,"[Tarih: 2025-04-13] pek Yolu'na Bir yolculuk Bin keif Giriimcilik Harika! te bir kurum tarafndan rencilere ynelik verilen giriimcilik eitimi iin sosyal medyada paylaabileceiniz kurumsal ve ilham verici bir Giriimcilik Eitimi ile rencilerimiz; Yaratc dnme, fikri gelitirme, Problem zme ve daha birok alanda becerilerini gelitirerek kendi baar hikayelerini yazmaya hazrlanyor.",https://www.instagram.com/p/DIYRZ19NyhS/
2025-04-13,"[Tarih: 2025-04-13] pek Yolu'na Bir Yolculuk: Bin Keif Bilim Uygulamalar Deneyerek, kefederek ve elenerek rendik.",https://www.instagram.com/p/DIYNxEStyge/
2025-04-13,[Tarih: 2025-04-13] pek Yolu'na Bir yolculuk Bin keif Gne spor aktiviteleri ile baladk Daha aktif bir yaam iin hep birlikte spor yapmaya devam edelim,https://www.instagram.com/p/DIYLKxPN578/
2025-04-12,[Tarih: 2025-04-12] pek Yolu'na Bir yolculuk Bin keif Karakoan ilesinden gelen rencilerimizle Tarihi Harput turu gerekletirdik,https://www.instagram.com/p/DIWh5L6NAM8/
2025-04-12,"[Tarih: 2025-04-12] pek Yolu'na Bir yolculuk Bin keif Deerler Eitimi Toplumsal birlikteliin temelini oluturan ahlaki ve kltrel deerleri gen nesillere aktarmak amacyla dzenlenen Deerler Eitimi, rencilerimizin aktif katlmyla gerekletirildi. Sayg, sorumluluk, drstlk, yardmlama ve hogr gibi temel insani deerlerin ele alnd eitimde; bireysel farkndalk ve toplumsal duyarllk zerine nemli kazanmlar elde edildi. Gl birey, gl toplum Deerlerimizle gelecee yryoruz.",https://www.instagram.com/p/DIV0L56NMBN/
2025-04-12,"[Tarih: 2025-04-12] pek Yolu'na Bir yolculuk Bin keif Sfr Atk Eitimi evre bilincinin artrlmas ve srdrlebilir yaam alkanlklarnn kazandrlmas amacyla dzenlenen Sfr Atk Eitiminde; atklarn kaynanda ayrtrlmas, geri dnmn nemi, evresel etkiler ve sfr atk yaklamnn bireysel ve toplumsal faydalar ele alnd. Daha temiz bir gelecek iin atmz azaltyor, doaya sahip kyoruz.",https://www.instagram.com/p/DIVzUrNtsB1/
2025-04-12,"[Tarih: 2025-04-12] pek Yolu'na Bir yolculuk Bin keif Model Roketilik Eitimi Genlerimizi bilim ve teknolojiyle buluturmak amacyla dzenlenen Model Roketilik Eitimi, teorik ve uygulamal oturumlarla devam ediyor Eitim sresince katlmclar; temel roketilik bilgileri, gvenli frlatma teknikleri ve mhendislik sreleri hakknda bilgi sahibi olurken, Teknofest sreci hakknda bilgiler edindiler. Gelecein bilim insanlarn ve mhendislerini arlyoruz ---",https://www.instagram.com/p/DIVyfvvtEHl/
2025-04-12,"[Tarih: 2025-04-12] pek Yolu'na Bir Yolculuk Bin Keif Program kapsamnda Karakoan ilesinden gelen renciler, protokol yeleriyle bir araya geldi. Etkinlie; Elaz Valisi Numan Hatipolu, Cumhuriyet Basavcs Akn Yein Frat niversitesi Rektr Yardmcs Prof. Dr. Mahmut Doru, l Jandarma Komutan Vekili Mehmet Serhan Aksoy, l Emniyet Mdr Adnan Karayel, Belediye Bakan Yardmcs Nazif Bilginolu, l zel daresi Genel Sekreteri Cemil Yatkn, l Milli Eitim Mdr Mehmet Yiit, Genlik ve Spor l Mdr Abdulsamet Eren, AFAD, Mftlk ve dier kamu kurumlarnn temsilcileri katlm salad.",https://www.instagram.com/p/DIVqiLetNU3/
2025-04-11,"[Tarih: 2025-04-11] Akran zorbal pek Yolu'na Bir yolculuk Bin keif program Akran zorbal konu bal ile devam ediyor. Okul andaki ocuklar arasnda, g dengesizliinin olduu durumlarda tekrarlayan saldrgan davranlar akran zorbal olarak tanmlanabilir. Bu davranlar fiziksel, szel veya sosyal izolasyon eklinde olabilir ve madur zerinde derin etkiler brakabilir. Zorbalk, hem zorbalk yapan hem de maruz kalan ocuklar iin ciddi sonular dourur. Bu sorunun zm iin okulda, evde ve toplumda farkndalk yaratmak ve nleyici tedbirler almak nemlidir. ocuklara empati, sayg ve salkl iletiim becerileri kazandrmak, zorbalkla mcadelede etkili bir yntemdir.",https://www.instagram.com/p/DIUKWBhtq46/
2025-04-11,"[Tarih: 2025-04-11] pek Yolu'na Bir Yolculuk Bin Keif program balad. Program, Elaz Valilii bnyesinde, l Milli Eitim Mdrl ve Elaz l zel daresi ortaklyla, pek Yolu Uluslararas ocuk ve Genlik almalar Merkezinde gerekletiriliyor. lelerimizde eitimine devam eden rencilerimize ynelik gerekletirilecek eitli aktivitelerle, onlarn akademik, sosyal, kltrel, sanatsal, kariyer ve ahlaki geliimlerini destekleyerek, milli ve manevi deerleri iselletirmi erdemli nesiller olmalarna katk sunmak amalanyor. Programn ilk misafirleri, Karakoan ilesinde eitimlerine devam eden renciler. Tesiss tantm ve tanma toplants ile baladk .Ho geldiniz genler",https://www.instagram.com/p/DIT6NZiNFNJ/
2025-04-11,"[Tarih: 2025-04-11] Model Roket Yarmas Su Alt Roket Yarmas Hava Savunma Sistemleri Yarmas Model Uydu Yarmas pek Yolu Giriimci Kuluka Birimi olarak, 2025 yl TEKNOFEST kapsamnda dzenlenen yarmalarda yer alan takmlarmz; Model Roket, Su Alt Roket, Hava Savunma Sistemleri ve Model Uydu kategorilerinde nemli bir baarya imza atarak ilk aamalar baaryla tamamlad. Her biri farkl disiplinlerde alan ekiplerimiz, hakem deerlendirmelerinden baaryla geerek bir st aamaya gemeye hak kazand. Tm ekiplerimizi gnlden tebrik ediyor, milli teknoloji hamlesi yolunda onlarla birlikte yrmekten byk gurur duyuyoruz.",https://www.instagram.com/p/DITPxm7NBY9/
2025-02-23,"[Tarih: 2025-02-23] pek Yolu Giriimci Kuluka Birimi olarak Drone ile Arazi Kefi ve Haritalama Eitimimizi tamamladk! Katlmclarmz, otonom uu ve 3 boyutlu haritalama tekniklerini uygulamal olarak rendiler.",https://www.instagram.com/p/DGbImgbteWg/
2025-02-22,"[Tarih: 2025-02-22] pek Yolu Giriimci Kuluka Birimi olarak Drone ile Arazi Kefi ve Haritalama Eitimimize baladk! Katlmclarmz, drone teknolojisini reniyor ve arazi kefi ile haritalama hakknda bilgiler ediniyor.",https://www.instagram.com/p/DGX2dj9Nt0W/
2025-02-22,"[Tarih: 2025-02-22] Yeil kprler Permakltrle Avrupada srdrlebilirlik projesi kapsamnda, pek Yolu Uluslararas ocuk ve Genlik almalar Merkezinde yetitirilen bitkilerden elde edilen yalarla, eitim kapsamnda bitkisel krem retimi gerekletirdik.",https://www.instagram.com/p/DGXv-uatjK7/
2025-02-20,"[Tarih: 2025-02-20] Erasmus+ KA153 Genlik alanlarnn Hareketlilii Projesi pek Yolu'nda devam ediyor! 4 lkeden 35 genlik alan ile permakltr, alternatif bitki kullanm ve atk ynetimi zerine harika bir eitim gerekletirdik.",https://www.instagram.com/p/DGTay-SNgRZ/
2025-02-19,[Tarih: 2025-02-19] Yeil kprler : Permakltr ile Avrupa'da srdrlebilirlik projesi kapsamnda 4 lkeden 35 katlmc ile uygulamal tbbi aromatik bitki yetitiricilii eitimleri gerekletirdik!,https://www.instagram.com/p/DGQcahLNIxC/
2025-02-19,"[Tarih: 2025-02-19] Erasmus+ KA153 Genlik alanlarnn Hareketlilii Projesi, pek Yolu'nda devam ediyor",https://www.instagram.com/p/DGQFe9AN6UP/
2025-02-19,"[Tarih: 2025-02-19] Trkiye, Almanya, Romanya, Slovenya Erasmus+ KA153 Genlik alanlarnn Hareketlilii Projesi, pek Yolu'nda 2. Gnde devam ediyor! 4 lkeden 35 genlik alan ile genlik, yeterlilik, permakltr, srdrlebilirlik zerine alyoruz.",https://www.instagram.com/p/DGQEiVYtskp/
2025-02-18,"[Tarih: 2025-02-18] 4 lkeden 35 gen, pek Yolu'nda Trkiye, Almanya, Romanya, Slovenya 17-25 ubat 2025 tarihlerinde gerekleecek Erasmus+ KA153 Genlik alanlarnn Hareketlilii Projesi, pek Yolu'nda balad. 4 lkeden 35 genlik alannn yer ald programda, genlik alanlarnn yeterliliinin artrlmas, permakltr alannda spesifik almalar yaplmas ve srdrlebilir tarm uygulamalar uluslararas boyutta ele alnacak.",https://www.instagram.com/p/DGNofQVN-Wx/
2025-02-11,"[Tarih: 2025-02-11] cretsiz niversite rencilerine zel Drone ile Arazi Kefi ve Haritalama Eitimi balyor! Eitim Yeri: pek Yolu Uluslararas ocuk ve Genlik almalar Merkezi / Elaz Tarih: 22-23 ubat 2025 Sre: 16 Saat (09:00 - 17:00) Katlmc Says: 30 kii ile snrldr. Veriyi Yerden Deil, Gkyznden Topla! Son Bavuru: 19 ubat 2025 12:00 Detaylar ve Kayt: Profildeki linkten ulaabilirsiniz.",https://www.instagram.com/p/DF7mnUdIE7T/
2025-02-05,[Tarih: 2025-02-05] Minik Kalpler Krei'nin minik rencileri tesisimizi ziyaret ettiler Geleceimizin teminat ocuklarmzn doru bilgilendirilmesi ve geliimlerine katk sunulmas en byk mutluluumuz . Bir ocuk gelsin bir Rokete bir fidana bir gnle dokunsun.,https://www.instagram.com/p/DFr2Hi9tRyS/
2025-02-02,"[Tarih: 2025-02-02] pek Yolu Giriimci Kuluka Birimi olarak TEKNOFEST 101 etkinliimizi gerekletirdik! Bu etkinlikte TEKNOFEST yarmalarn inceledik, deneyimlerimizi paylatk ve yarmalara katlmay dnenler iin faydal bilgiler sunduk. Teknofeste ilgi duyan arkadalarmzla bir araya gelerek, yarma srelerini deerlendirdik.",https://www.instagram.com/p/DFkpQKZIPxb/
2025-01-30,"[Tarih: 2025-01-30] BTK Akademi ve pek Yolu i birliiyle dzenlenen 4 gnlk ROS ile Robotik Sistem Gelitirme Eitimini baaryla tamamladk! Katlmclar, ROS ekosistemine gl bir giri yaparak datk sistemler, yazlm haberlemesi ve robotik kurgu konularnda uygulamal deneyim kazand. Eitime katlan tm rencilerimize teekkr ederiz!",https://www.instagram.com/p/DFdMUDjt-uy/
2025-01-30,"[Tarih: 2025-01-30] BTK Akademi ve pek Yolu i birliiyle dzenlenen 4 gnlk Python Programlama Eitimini baaryla tamamladk! Katlmclar, Pythonun temellerinden balayarak fonksiyonlar, hata ayklama ve projeler zerinde alarak uygulamal olarak kodlama becerilerini gelitirdi. Eitime katlan tm rencilerimize teekkr ederiz!",https://www.instagram.com/p/DFc6xoitoYv/
2025-01-28,"[Tarih: 2025-01-28] BTK Akademi ve pek Yolu i birliiyle dzenlenen ROS ile Robotik Sistem Gelitirme Eitimi 2. gnnde devam ediyor. Bugn uygulamal olarak Temel Linux komutlar, ROS CLI kullanm, paket ve dm oluturma konularn iliyoruz.",https://www.instagram.com/p/DFXwcbStNW3/
2025-01-28,"[Tarih: 2025-01-28] BTK Akademi ve pek Yolu i birliiyle dzenlenen Python Programlama Eitimi 2. gnnde devam ediyor. Bugn uygulamal olarak liste, tuple, koul ifadelerin kullanm ve say tahmin oyunu, hesap makinesi gibi mini projeler zerinde alyoruz.",https://www.instagram.com/p/DFXaJfYt1DE/
2025-01-27,[Tarih: 2025-01-27] BTK Akademi ve pek Yolu i birliiyle Lise rencilerine zel Python Programlama Eitimi Balad! Uygulamal projelerle becerilerinizi gelitirme frsat yakalayacaksnz. Eitim erii: Python Temelleri Algoritma Mant Uygulamal Projeler Ve Daha Fazlas! .,https://www.instagram.com/p/DFUqp3LNSKn/
2025-01-27,"[Tarih: 2025-01-27] BTK Akademi ve pek Yolu i birliiyle ROS ile Robotik Sistem Gelitirme Eitimi balad! Bu eitimde, Robot Operating System (ROS) kullanarak robotik sistemlerin temellerini renecek, uygulamal projelerle pratie dkeceksiniz. Eitim erii: ROS Temelleri Robot Kontrol ve Simlasyon Sensr ve Aktatr Entegrasyonu Uygulamal Proje almalar.",https://www.instagram.com/p/DFUjWqDteav/
2025-01-26,"[Tarih: 2025-01-26] Model Uak ve Simlasyon Eitimi Tamamland! Lise rencilerine ynelik dzenlediimiz Model Uak ve Simlasyon Eitimini baaryla tamamladk! Katlmclar, hem teorik bilgilerini gelitirdi hem de uygulamal almalarla kendi yeteneklerini kefetme frsat buldu.",https://www.instagram.com/p/DFScfjsIg46/
2025-01-25,[Tarih: 2025-01-25] Lise rencilerine ynelik Sabit Kanat Model Uak Eitimimiz balad,https://www.instagram.com/p/DFP0F4qoakz/
2025-01-24,"[Tarih: 2025-01-24] TEKNOFEST 101 Balyor! Gemi TEKNOFEST katlmclar ve dl sahibi ekipler olarak, yarma srecine dair tm detaylar aama aama ele alyoruz! Stratejik planlamadan artnamelere kadar her konuda edindiimiz tecrbeleri sizlerle paylayoruz. Etkinlik kapsamnda; Yarma artnamelerinin ayrntl incelenmesi Bavuru detaylar ve nemli hususlar Soru-cevap oturumlar Takm oluturma ve strateji gelitirme nerileri sunulacaktr. Tarih : 2 ubat 2025, Pazar Saat : 13.00-17.00 Konum : pek Yolu Uluslararas ocuk ve Genlik almalar Merkezi Bavuru formu profildeki linkte bulunmaktadr.",https://www.instagram.com/p/DFNXeeXotCx/
2025-01-13,"[Tarih: 2025-01-13] BTK Akademi baarya doymuyor! Teknofestte Sanayide Dijital Teknolojiler Kategorisinde BTK Akademi eitimleriyle zirveye kan rencilerimizi tebrik ediyoruz! rencilerimizin bu muhteem baarlaryla, Trkiyenin en iyi, yerli ve milli eitim platformu olma gururunu katlayarak srdryoruz!",https://www.instagram.com/p/DExiohPoSPb/
2025-01-11,"[Tarih: 2025-01-11] pekyolu ngilizce konuma kulb devam ediyor! Gen arkadalarmz ile birlikte dile maruz kalarak gnlk hayatta karlaacamz kaliplari ve yaplar pratikte yaayarak reniyoruz . Sizde dil engelinizi en aza indirmek ve yeni insanlarla elenerek renmek istiyorsanz bizi takip edin! pekyolu English Speaking Club continues! Together with our young friends, we learn the patterns and structures that we will encounter in daily life by being exposed to language by living in practice. If you want to minimize your language barrier and learn by having fun with new people, follow us!",https://www.instagram.com/p/DEsAmK7tM8L/
2025-01-06,"[Tarih: 2025-01-06] ngilizce Konuma Kulbmzn ikincisi ile devam ettiini duyurmaktan heyecan duyuyoruz! ster ngilizcenizi gelitirmek, ister yeni arkadalar edinmek veya renirken elenmek isteyin, bu kulp tam size gre. Tarih: 11 Ocak 2025 Saat: 12:00 PM Samimi ve destekleyici bir ortamda ngilizce becerilerinizi gelitirmek iin bize katln. renciler, profesyoneller ve konuma ngilizcesini gelitirmek isteyen herkes iin mkemmel. Bavuru balants biyografide. pek Yolu'nda sohbet edelim, renelim ve birlikte byyelim! Orada grmek zere! Ya aral: 18-30 We are excited to announce that our English Speaking Club is continuing with its second one! Whether you want to improve your English, make new friends or have fun while learning, this club is for you. Date: January 11, 2025 Time: 12:00 PM Join us to improve your English skills in a friendly and supportive environment. Perfect for students, professionals and anyone looking to improve their spoken English. Application link in bio. Let's chat, learn and grow together at Silk Road! See you there! Age range: 18-30",https://www.instagram.com/p/DEfHi_wNdlw/
2025-01-06,"[Tarih: 2025-01-06] BTK Akademi & i birlii ile dzenlenen 2 farkl eitimle Elazda buluuyoruz! 1 Python Programlama, 2 Ros le Robotik Sistem Gelitirme Atlyesi Teknolojinin kaplarn birlikte aralayalm Detayl bilgi ve kayt: btkakademi.gov.tr",https://www.instagram.com/p/DEeiBLjILF3/
2025-01-05,"[Tarih: 2025-01-05] *3D Tasarm ve Yazc Eitimi Tamamland! * Eitimde, 3D tasarmn temellerini renip, 3D yazclar hem teorik hem de pratik olarak kefettik. Fikirlerimizi teknolojiyle geree dntrdk! Katlan tm niversite rencilerine teekkr ederiz. Yeni projeler iin heyecanlyz! . . .",https://www.instagram.com/p/DEcss6wtjo8/
2025-01-05,"[Tarih: 2025-01-05] K Teknoloji Kamp Balyor! Kn en teknolojik macerasna katlmaya hazr msnz? Liseli renciler iin hazrladmz K Teknoloji Kamp, 20-25 Ocak 2025 tarihleri arasnda pek Yolu Uluslararas ocuk ve Genlik almalar Merkezinde cretsiz olarak dzenleniyor! Eitim Alanlar: 3D Yazc Eitimi, Robotik Kodlama Eitimi, Uu Simlasyonu Eitimi Bavuru in Son Tarih: 17 Ocak 2025 Eitim Yeri: pek Yolu Uluslararas ocuk ve Genlik almalar Merkezi Detaylar ve bavuru iin biodaki linke tklayn!",https://www.instagram.com/p/DEcYl9NooTW/
2025-01-04,"[Tarih: 2025-01-04] Uygulamal sinema atlyesi Eitimi, teorik bilgilerin pratie dkld bir renme ortam sunuyor. Kamera kullanm, klandrma ve senaryonun sahneye tanmas gibi teknik beceriler kazandrlyor. Katlmclar, ksa film projeleriyle deneyim kazanyor ve yaratclklarn ifade etme frsat buluyor. Grup almalar, ibirlii ve iletiim becerilerini glendiriyor. Senaryo yazm, kurgu ve post-prodksiyon sreleri de atlye almasnn nemli paralar.",https://www.instagram.com/p/DEaDCClt6vU/
2025-01-04,"[Tarih: 2025-01-04] niversite rencileri iin 3D Tasarm ve Yazc Eitimi Balad! Bu eitimde, 3 boyutlu tasarmn temelini reniyor ve 3D yazclar hem teorik hem de uygulamal olarak kefediyoruz. Fikirlerinizi teknolojiyle geree dntrmeye hazr olun! . . .",https://www.instagram.com/p/DEZnMAVNhZz/
2025-01-03,"[Tarih: 2025-01-03] pek Yolu ngilizce Konuma Kulb Balad! Genel ingilizce konuma kulb aktivitemiz ile, genlerin gnlk hayatta ve i yaamlarnda yabanc dil bariyerlerini aabilmeleri iin dile maruz kalmalarn salayp ngilizce seviyelerini gelitiriyoruz. Elenerek ve yaayarak rendikleri konuma kulbnde, yaygn eitim metotlar kullanlarak kendilerini en iyi ekilde ifade etmelerini takm oyunlar, drama gibi tekniklerle salyoruz. pek Yolu English Speaking Club Started! With our general English speaking club activity, we improve their English level by ensuring that young people are exposed to the language so that they can overcome foreign language barriers in daily life and business lives. In the speech club they learn by having fun and living, we enable them to express themselves in the best way by using non formal training methods with techniques such as team games and drama.",https://www.instagram.com/p/DEXV4V0t77D/
2025-01-02,"[Tarih: 2025-01-02] Gnll Ol, Fark Yarat! 2024-1-TR01-ESC30-SOL-000228807 numaral Avrupa Dayanma Program kapsamnda gerekletireceimiz projemizde yer alacak 5 gnll arkada aryoruz! Bu zel projede, konteynerkentlerde yaayan ocuklara psikososyal destek salamak ve onlar iin ktphaneler kurmak zere harekete geiyoruz. Proje Detaylar: Konum: 11 Deprem ili konteynerkentler Sre: 14 gn Sen de Aramza Katl! Bu projede gnll olarak; ocuklara ynelik psikososyal destek aktiviteleri yrtecek, Ktphane kurulumlarna destek olacak, Yeni insanlarla tanp, deerli deneyimler edineceksin. Gnlllk sresince konaklama, yemek ve yol giderleri projemiz tarafndan karlanacaktr. Bavuru iin son tarih: 10 Ocak 2025 Bavuru ve : Biyografi Haydi, bu deerli deneyimin bir paras olmak iin harekete ge! ocuklarn yznde bir tebessm yaratmak ve onlara umut olmak iin sen de bizimle birlikte gnll ol.",https://www.instagram.com/p/DEUJUEDtxD8/
2024-12-31,"[Tarih: 2024-12-31] lkemizin gl yarnlar iin yorulmadan ve durmadan almaya devam ediyoruz. Hayallerimize ve hedeflerimize giden yolda ilerlemenin mutluluunu yayoruz. Gelecein teknolojilerini ekillendirmek, tarmsal kalknmaya katk sunmak ve genlerimizin geleceine kpr olmak iin almalarmz kararllkla srdryoruz. Amacmz, lkemizin aydnlk yarnlarna yryen genlerimize yol olmaktr. pek Yolu Uluslararas ocuk ve Genlik almalar Merkezi: Bir hayalden daha fazlas!",https://www.instagram.com/p/DEQO1GrNEs9/
2024-12-29,"[Tarih: 2024-12-29] cretsiz niversite rencileri iin 3 Boyutlu Tasarm ve Yazc Kullanm Eitimi! pek Yolu Uluslararas ocuk ve Genlik almalar Merkezi 4-5 Ocak 09:00 - 17:00 3D yazc prensipleri, modelleme, bask malzemeleri ve daha fazlasn uzman eitmenlerden renme frsat! Kendi projelerinizi tasarlayp geree dntrn! Detaylar ve Kayt: Profildeki linkten ulaabilirsiniz.",https://www.instagram.com/p/DEKGLJ4Iu_K/
2024-12-28,"[Tarih: 2024-12-28] pek Yolu ngilizce Konuma Kulb Balad! Genel ingilizce konuma kulb aktivitemiz ile, genlerin gnlk hayatta ve i yaamlarnda yabanc dil bariyerlerini aabilmeleri iin dile maruz kalmalarn salayp ngilizce seviyelerini gelitiriyoruz. Elenerek ve yaayarak rendikleri konuma kulbnde, yaygn eitim metotlar kullanlarak kendilerini en iyi ekilde ifade etmelerini takm oyunlar, drama gibi tekniklerle salyoruz. pek Yolu English Speaking Club Started! With our general English speaking club activity, we improve their English level by ensuring that young people are exposed to the language so that they can overcome foreign language barriers in daily life and business lives. In the speech club they learn by having fun and living, we enable them to express themselves in the best way by using non formal training methods with techniques such as team games and drama.",https://www.instagram.com/p/DEHkS_ft82h/
2024-12-26,"[Tarih: 2024-12-26] pek Yolu olarak, AFAD personellerine ynelik drone kullanm eitiminin 2. gnnde uu eitimlerini gerekletirdik. Pratik uularla, arama kurtarma operasyonlarnda dronelarn etkin kullanmn deneyimledik. Afet ynetiminde teknolojinin gcn paylamaktan mutluluk duyuyoruz!",https://www.instagram.com/p/DECyBoLt6QV/
2024-12-25,"[Tarih: 2024-12-25] AFAD Personeline leri Seviye Drone Eitimi! Afetlere hazrlkl bir Trkiye iin nemli bir adm daha atyoruz! AFAD personelimize ynelik dzenlediimiz drone eitim program ile teknolojiyi etkin bir ekilde kullanmalarn salyoruz. Eitim kapsamnda, afet ynetimi ve arama-kurtarma srelerinde drone teknolojisinin kullanm, temel uu becerileri, grnt analiz yntemleri ve operasyonel uygulamalar ele alnyor. Afetlere hzl ve etkili mdahale iin hep birlikte daha gl bir Trkiye!",https://www.instagram.com/p/DD_l50pNja9/
2024-12-20,"[Tarih: 2024-12-20] pek Yolu'ndan Heyecan Verici Haberler! Yeni ngilizce Konuma Kulbmzn lansmann duyurmaktan heyecan duyuyoruz! ster ngilizcenizi gelitirmek, ister yeni arkadalar edinmek veya renirken elenmek isteyin, bu kulp tam size gre. Tarih: 28 Aralk 2024 Saat: 12:00 PM Samimi ve destekleyici bir ortamda ngilizce becerilerinizi gelitirmek iin bize katln. renciler, profesyoneller ve konuma ngilizcesini gelitirmek isteyen herkes iin mkemmel. Bavuru balants biyografide. pek Yolu'nda sohbet edelim, renelim ve birlikte byyelim! Orada grmek zere! Ya aral: 18-30 Exciting News from pek Yolu! We're thrilled to announce the launch of our new English Speaking Club! Whether you're looking to polish your English, meet new friends, or just have fun while learning, this club is for you. Date: December 28, 2024 Time: 12:00 PM Join us to boost your English skills in a friendly and supportive environment. Perfect for students, professionals, and anyone eager to improve their conversational English. Application link in bio. Let's chat, learn, and grow together at pek Yolu! See you there!",https://www.instagram.com/p/DDzVmKWNup8/
2024-12-14,"[Tarih: 2024-12-14] Take Off stanbulda pek Yolunun Gururu! Trkiyenin en byk teknoloji ve giriimcilik zirvesi olan Take Off stanbulda, pek Yolu Roket Takm olarak gelitirdiimiz roketimizi ve ticari uu kontrol bilgisayarmz Skylogici tanttk. Etkinlik boyunca youn ilgi gren standmzda roket yarmalarna ilgi duyan birok kiiyle bilgi ve deneyim paylaarak projelerimiz hakknda detayl bilgi verdik. pek Yolu Giriimci Kuluka Birimi olarak, genlerin teknoloji projelerini desteklemeye ve milli teknoloji hamlesine katk salamaya devam ediyoruz.",https://www.instagram.com/p/DDjiyV0uT_s/
2024-12-11,"[Tarih: 2024-12-11] Sanayi ve Teknoloji Bakanmz Sn. Mehmet Fatih Kacr Standmzda! Take Off stanbulda, pek Yolu Roket Takm olarak gelitirdiimiz roketimizi ve zgn tasarm uu kontrol bilgisayarmz Skylogici sergilemenin gururunu yaadk. Standmz ziyaret eden Sanayi ve Teknoloji Bakanmz Sayn Mehmet Fatih Kacr, projelerimizi yakndan inceleyerek bizlere destek ve takdirlerini iletti. Sayn Bakanmzla yaptmz bu grme, takm olarak motivasyonumuzu artrrken, ayn zamanda zerimize den sorumluluu bir kez daha hatrlatt. Milli teknoloji hamlesine katk sunmak iin var gcmzle almaya devam edeceiz. Bu yolculukta bize inanan ve destek veren herkese teekkr ederiz. Hep birlikte daha gl yarnlara!",https://www.instagram.com/p/DDcWhBrtbhm/
